,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
3607,ts88336,Dating Around,SHOW,"In each episode of flirtations and fails, one real-life single navigates five blind dates. The mission: Find one match worthy of a second date.",2019,,27,"['reality', 'romance']",['US'],2.0,tt9654080,6.3,1208.0,5.019,5.5
3609,tm454375,Benchwarmers 2: Breaking Balls,MOVIE,A washed-up baseball player becomes an attorney. He gets a chance at redemption when his boss asks him to manage the company softball team in hopes of winning a championship.,2019,PG-13,90,"['comedy', 'sport']",['US'],,tt8750122,4.1,967.0,6.37,4.5
3610,tm838687,Holiday in the Wild,MOVIE,"When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose and potential romance.",2019,,85,"['romance', 'comedy', 'drama']",['US'],,tt8510488,6.1,15216.0,12.279000000000002,6.5
3611,ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,"This limited series chronicles the incredible true story of Madam C.J. Walker, who was the first African American self-made millionaire.",2020,TV-MA,47,"['drama', 'history']",['US'],1.0,tt8771910,7.3,11711.0,10.597999999999999,7.5
3613,tm848995,Jingle Jangle: A Christmas Journey,MOVIE,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.",2020,PG,122,"['fantasy', 'music', 'family']",['US'],,tt7736496,6.4,18374.0,28.329,6.65
3615,tm470560,Circus of Books,MOVIE,"For decades, a nice Jewish couple ran Circus of Books, a porn shop and epicenter for gay LA. Their director daughter documents their life and times.",2019,,92,"['documentation', 'history']",['US'],,tt8727582,7.1,4624.0,7.515,6.9
3616,ts272134,Transformers: War for Cybertron: Earthrise,SHOW,"While Megatron takes drastic measures to save the Decepticons, the Autobots fight to save all of Cybertron from both on the planet and aboard the Ark.",2020,TV-Y7,24,"['animation', 'action', 'scifi']",['US'],1.0,,,,8.514,8.0
3617,ts219895,Tiny Pretty Things,SHOW,"Follows the world of an elite ballet academy, and charts the rise and fall of young adults who live far from their homes, each standing on the verge of greatness or ruin.",2020,TV-MA,56,"['thriller', 'drama']",['US'],1.0,tt10767748,5.9,9252.0,23.608,7.692
3618,tm883189,Dangerous Lies,MOVIE,"After losing her waitressing job, Katie Franklin takes a job as a caretaker to a wealthy elderly man in his sprawling, empty Chicago estate. The two grow close, but when he unexpectedly passes away and names Katie as his sole heir, she and her husband Adam are pulled into a complex web of lies, deception, and murder. If she's going to survive, Katie will have to question everyone's motives — even the people she loves.",2020,,96,"['thriller', 'horror', 'drama', 'comedy', 'crime']",['US'],,tt10061766,5.3,16943.0,11.808,6.4
3620,tm469400,Brené Brown: The Call to Courage,MOVIE,"Brené Brown is a research professor at the University of Houston Graduate College of Social Work. She has spent more than a decade studying vulnerability, courage, authenticity and shame. With two TED talks under her belt, Brené Brown brings her humor and empathy to Netflix to discuss what it takes to choose courage over comfort in a culture defined by scarcity, fear and uncertainty.",2019,,76,"['documentation', 'drama']",['US'],,tt10050766,7.7,1552.0,4.84,7.1
3625,tm823355,Inside Man: Most Wanted,MOVIE,An NYPD hostage negotiator teams up with a federal agent to rescue dozens of tourists held hostage during a 10-hour seige at the U.S. Federal Reserve.,2019,R,106,"['action', 'thriller', 'crime']",['US'],,tt7832848,5.6,3967.0,19.139,6.6
3629,ts192297,Morphle,SHOW,"Mila's dad runs the only magic pet store in the city - a fantastical place where you can find all sorts of cute and quirky pets who each have their own unique magic powers, and he has gifted Mila the most magic pet of all, Morphle.",2019,TV-Y,10,"['animation', 'family']","['NL', 'GB']",5.0,tt10087694,5.2,83.0,0.8320000000000001,10.0
3630,tm857187,Tom Segura: Ball Hog,MOVIE,"Tom Segura scores laughs with uncomfortably candid stories about mothers, fathers, following your dreams — and other things you'd rather not think about.",2020,,70,['comedy'],['US'],,tt11861072,7.3,2967.0,4.265,6.8
3632,tm814671,Secret Obsession,MOVIE,"Recuperating from trauma, Jennifer remains in danger as she returns to a life she doesn't remember.",2019,,97,"['drama', 'thriller']",['US'],,tt9419834,4.4,21578.0,18.658,5.5
3635,ts103209,Exhibit A,SHOW,"It centers on disgraced former prosecutor, Andrew Cho, whose career is sabotaged by the corrupt power brokers he's working to take down. But in losing everything, Andrew discovers something new: a life of purpose.",2019,TV-14,36,"['documentation', 'thriller', 'crime', 'family']",['US'],1.0,tt10376904,6.3,1055.0,7.419,7.4
3636,ts218564,"Breakfast, Lunch & Dinner",SHOW,"Chang accompanied by a different celebrity guest exploring a single city, its culture and its cuisine. As the pair travels through each city, they will also uncover new and surprising things about themselves.",2019,TV-MA,44,['documentation'],['US'],1.0,tt10681670,6.7,1066.0,1.067,8.0
3638,tm826368,American Son,MOVIE,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.,2019,,90,['drama'],['US'],,tt9664078,5.8,7004.0,7.334,6.1
3639,tm824559,"Bikram: Yogi, Guru, Predator",MOVIE,The spectacular rise and scandalous fall of hot-yoga evangelist Bikram Choudhury is chronicled through archival footage and extensive insider interviews.,2019,,86,"['crime', 'documentation']",['US'],,tt10883004,6.7,7525.0,8.238,6.4
3640,tm376739,Bethany Hamilton: Unstoppable,MOVIE,"One of the most fearless and accomplished athletes of her generation, Bethany Hamilton became a surfing wunderkind when she returned to the sport following a devastating shark attack at age 13. As she continues to chase waves she also now tackles motherhood.",2019,PG,99,"['documentation', 'sport']",['US'],,tt6435258,7.4,736.0,2.099,7.9
3641,ts108593,The Unsettling,SHOW,"Becca, a 16-year-old girl, arrives at her new foster home located in a remote area. Her foster siblings are less than welcoming but none more so than the 11-year-old biological son of their foster parents. Becca tries to keep to herself and adjust to her new home, but strange things start to happen around her, and Becca is uncertain about who or what is responsible.",2019,TV-14,23,"['crime', 'fantasy', 'horror', 'scifi', 'thriller']",['US'],1.0,tt8680902,5.2,717.0,7.614,6.7
3643,ts223456,Pandemic: How to Prevent an Outbreak,SHOW,"In this docuseries, meet the heroes on the front lines of the battle against influenza and learn about their efforts to stop the next global outbreak.",2020,TV-14,48,['documentation'],['US'],1.0,tt11497904,6.3,2762.0,6.632999999999999,6.9
3644,tm814644,Coffee & Kareem,MOVIE,"Twelve-year-old Kareem Manning hires a criminal to scare his mom's new boyfriend -police officer James Coffee - but it backfires, forcing Coffee and Kareem to team up in order to save themselves from Detroit's most ruthless drug kingpin.",2020,,88,"['crime', 'action', 'comedy']",['US'],,tt9898858,5.1,13535.0,11.17,5.5
3645,tm458326,Walk. Ride. Rodeo.,MOVIE,"Tells the incredible true story of Amberley Snyder, a nationally ranked rodeo barrel racer who defies the odds after barely surviving a car accident that leaves her paralyzed from the waist down.",2019,,100,['drama'],['US'],,tt5848416,6.4,2407.0,14.069,7.071000000000001
3648,ts226617,The Innocence Files,SHOW,The personal stories behind eight cases of wrongful conviction that the Innocence Project and organizations within the Innocence Network have worked to highlight and overturn.,2020,TV-MA,64,"['documentation', 'crime', 'drama']",['US'],1.0,tt11958922,8.0,2622.0,3.3680000000000003,7.4
3650,ts220248,Hyperdrive,SHOW,"Elite street racers from around the world test their limits in supercharged custom cars on the biggest, baddest automotive obstacle course ever built.",2019,TV-PG,48,['reality'],['US'],1.0,,,,6.122000000000001,7.5
3651,ts270439,Best Leftovers Ever!,SHOW,"Home cooks compete to transform leftovers into delicious creations, finding ways to give old leftovers new life, all in the hopes of winning a $10,000 prize.",2020,TV-G,36,['reality'],['US'],1.0,tt13563634,5.6,526.0,1.4669999999999999,6.8
3653,tm885805,Debt Collectors,MOVIE,"A pair of debt collectors are thrust into an explosively dangerous situation, chasing down various lowlifes while also evading a vengeful kingpin.",2020,R,97,"['action', 'comedy', 'crime']",['US'],,tt10933680,5.8,4347.0,15.007,6.1
3656,ts236033,#blackAF,SHOW,A father takes an irreverent and honest approach to parenting and relationships.,2020,TV-MA,37,['comedy'],['US'],1.0,,,,2.924,7.1
3657,tm453994,The Body Remembers When the World Broke Open,MOVIE,"When Áila encounters a young Indigenous woman, barefoot and crying in the rain on the side of a busy street, she soon discovers that this young woman, Rosie, has just escaped a violent assault at the hands of her boyfriend. Áila decides to bring Rosie home with her and over the course of the evening, the two navigate the aftermath of this traumatic event.",2019,,105,"['drama', 'european']","['NO', 'CA']",,tt8230872,6.9,757.0,3.842,7.3
3658,ts220552,Power Players,SHOW,"A young boy who gains the powers to turn from human a living toy must protect his bracelets, which give him his powers, from the hands of evil, toys come to life.",2019,,11,"['comedy', 'fantasy', 'scifi', 'animation', 'action']","['FR', 'US']",1.0,tt10895604,6.0,90.0,1.781,
3659,ts254737,Mighty Express,SHOW,Catch a ride with the Mighty Express — a team of trains and their kid friends who overcome trouble on the tracks with quick thinking and teamwork!,2020,TV-Y,17,['animation'],['CA'],6.0,,,,4.32,8.9
3663,ts218803,Diagnosis,SHOW,Dr. Lisa Sanders crowdsources diagnoses for mysterious and rare medical conditions in a documentary series based on her New York Times Magazine column.,2019,,48,"['documentation', 'reality']",['US'],2.0,tt15515386,,,2.191,7.9
3666,tm470836,The Show Must Go On: The Queen + Adam Lambert Story,MOVIE,"A documentary chronicling Queen and Lambert's incredible journey since they first shared the stage together on ""American Idol"" in 2009.",2019,,81,"['music', 'documentation']",['US'],,tt9856280,7.8,1979.0,5.053,7.5
3669,ts89231,You vs. Wild,SHOW,"In this interactive series, you'll make key decisions to help Bear Grylls survive, thrive and complete missions in the harshest environments on Earth.",2019,TV-PG,19,"['reality', 'action']",['US'],2.0,tt10044952,6.6,2606.0,3.864,6.7
3671,ts225162,Babies,SHOW,"From nature to nurture, this docuseries explores the groundbreaking science that reveals how infants discover life during their very first year.",2020,TV-PG,39,"['documentation', 'reality']",['US'],2.0,tt13705052,,,3.115,7.6
3672,ts105645,Historical Roasts,SHOW,"""Roastmaster General"" Jeff Ross and a slew of guest stars poke fun at major historical figures while also honoring their enduring impact on the world.",2019,TV-MA,29,['comedy'],['US'],1.0,tt9169602,5.3,1716.0,1.4080000000000001,5.6
3677,tm461829,The Hard Way,MOVIE,"After learning of his brother's death during a mission in Romania, a former soldier joins two allies to hunt down a mysterious enemy and take his revenge.",2019,,94,['action'],['US'],,tt9815714,4.8,3250.0,16.86,5.4
3681,tm868777,"Love, Guaranteed",MOVIE,"To save her small law firm, earnest lawyer Susan takes a high-paying case from Nick, a charming new client who wants to sue a dating website that guarantees love. But as the case heats up, so do Susan and Nick's feelings for each other.",2020,,90,"['comedy', 'romance']",['US'],,tt11100856,5.6,17352.0,12.174000000000001,6.5
3682,tm483997,The Kissing Booth 2,MOVIE,"In the sequel to 2018's THE KISSING BOOTH, high school senior Elle juggles a long-distance relationship with her dreamy boyfriend Noah, college applications, and a new friendship with a handsome classmate that could change everything.",2020,,134,"['comedy', 'romance']",['GB'],,tt9784456,5.7,31123.0,57.949,7.792999999999999
3683,tm838876,Undercover Brother 2,MOVIE,"Sixteen years ago, Undercover Brother and his younger brother were hot on the heels of the leader of a racist, worldwide syndicate, but accidentally got caught in an avalanche of white snow. After they were discovered and thawed out, Undercover Brother remained in a coma. Now, it is up to his little brother to finish the job they started.",2019,R,85,"['comedy', 'action']",['US'],,tt6843446,3.4,690.0,4.658,3.9
3690,tm915043,The F**k-It List,MOVIE,"After a prank blows up a studious high school senior's life, he shares a list of certain things he wishes he'd done differently — and maybe still can.",2020,R,103,['comedy'],['US'],,tt8145202,5.1,5866.0,12.194,6.2
3692,tm827304,LEGO Marvel Spider-Man: Vexed by Venom,MOVIE,"Thanks to Green Goblin and Venom, tech theft is now at an all-time high. Can our Friendly Neighborhood Spider-Man put an end to their mysterious villainous scheme before all of New York City is destroyed?",2019,,21,"['animation', 'action', 'comedy', 'family']",['US'],,tt10755644,5.6,311.0,9.62,7.2
3699,tm467467,Homecoming: A Film by Beyoncé,MOVIE,"This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.",2019,PG-13,137,"['documentation', 'music']",['US'],,tt10147546,7.5,7085.0,10.614,8.2
3703,tm917974,Hard Kill,MOVIE,"The work of billionaire tech CEO Donovan Chalmers is so valuable that he hires mercenaries to protect it, and a terrorist group kidnaps his daughter just to get it.",2020,R,98,"['thriller', 'action']",['US'],,tt11656172,3.3,19750.0,13.322000000000001,5.1
3706,tm917822,The 2nd,MOVIE,"Secret-service agent Vic Davis is on his way to pick up his estranged son, Sean, from his college campus when he finds himself in the middle of a high-stakes terrorist operation. His son's friend Erin Walton, the daughter of Supreme Court Justice Walton is the target, and this armed faction will stop at nothing to kidnap her and use her as leverage for a pending landmark legal case.",2020,,93,"['action', 'drama']",['US'],,tt11697484,3.8,8590.0,12.089,5.5
3710,tm843768,John Mulaney & The Sack Lunch Bunch,MOVIE,"John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special.",2019,PG,70,"['comedy', 'family']",['US'],,tt11318624,7.4,3532.0,5.581,7.1
3711,tm846166,Pets United,MOVIE,"When Roger (a Robin Hood-esque, stray dog) and Belle (an elegant yet spoilt pet cat) are thrown together amidst the chaos of a robot take-over of their home city, they must push all their preconceptions aside in order to survive, as they embark on a high-stakes, action-packed adventure.",2019,,89,"['comedy', 'animation']","['CN', 'DE', 'GB']",,tt11276598,3.7,2754.0,65.12899999999999,5.9
3712,tm819107,Aziz Ansari: Right Now,MOVIE,"Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate.",2019,,65,['comedy'],['US'],,tt10575038,7.5,5161.0,4.989,7.4
3713,tm886086,Seized,MOVIE,"Hiding out with his son Taylor on the Mexican coast, Nero hopes to put his violent Special Forces career behind him. But after Nero’s home is attacked and Taylor is abducted, the mysterious Mzamo orders Nero to slaughter the members of three rival crime syndicates. If he fails, Taylor will die. Now, with bullets flying and bodies dropping as Nero completes his mission, he races to find Mzamo’s hideout and seek revenge.",2020,R,85,"['action', 'thriller']",['US'],,tt7221772,5.3,2270.0,12.92,6.6
3714,tm847629,Dolly Parton: Here I Am,MOVIE,"Dolly Parton leads a moving, musical journey in this documentary that details the people and places who have helped shape her iconic career.",2019,,89,"['documentation', 'music']",['GB'],,tt11497544,7.3,1502.0,3.26,7.7
3718,ts251615,(Un)Well,SHOW,"This docuseries takes a deep dive into the lucrative wellness industry, which touts health and healing. But do the products live up to the promises?",2020,TV-MA,52,"['documentation', 'reality']",['US'],1.0,tt12759384,6.4,1068.0,3.075,6.7
3722,tm881859,A Secret Love,MOVIE,"Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",2020,,83,"['documentation', 'drama']",['US'],,tt3260524,7.8,4409.0,12.806,7.4
3723,ts217891,SAINT SEIYA: Knights of the Zodiac,SHOW,"Seiya and the Knights of the Zodiac rise again to protect the reincarnation of the goddess Athena, but a dark prophecy hangs over them all.",2019,TV-14,24,"['animation', 'action', 'scifi', 'fantasy']",['US'],2.0,tt6908976,4.5,1846.0,82.79899999999999,7.337000000000001
3726,tm434830,The Grizzlies,MOVIE,"In a small Arctic town struggling with the highest suicide rate in North America, a group of Inuit students' lives are transformed when they are introduced to the sport of lacrosse.",2019,R,106,"['drama', 'sport']",['CA'],,tt6365796,7.4,2194.0,4.171,7.6
3727,ts254982,Nadiya Bakes,SHOW,"Nadiya Hussain shares her love of baking with some of her favourite recipes. From everyday treats to indulgent desserts, these are guaranteed to bring a little joy into your life.",2020,,29,['documentation'],['GB'],1.0,,,,1.504,10.0
3729,tm475162,American Woman,MOVIE,"A political activist helps take care of a group of America’s most wanted fugitives — including a well-known, recently radicalized heiress — in this fictionalized reimagining of the Patty Hearst affair.",2019,R,85,['drama'],"['CA', 'US']",,,,,3.54,5.3
3733,tm912373,Jim Jefferies: Intolerant,MOVIE,"Between scenes from an excruciating date, Jim Jefferies digs into generational differences, his own bad habits and the shifting boundaries in comedy.",2020,,66,['comedy'],['US'],,tt12588160,7.2,2872.0,5.263999999999999,7.2
3734,tm916997,Work It,MOVIE,A brilliant but clumsy high school senior vows to get into her late father's alma mater by transforming herself and a misfit squad into dance champions.,2020,PG-13,93,"['comedy', 'music']",['US'],,tt10276470,6.1,13242.0,14.953,7.7
3735,tm465408,Burning Cane,MOVIE,"Set among the cane fields of rural Louisiana, Burning Cane follows a deeply religious mother struggling to reconcile her convictions of faith with the love she has for her troubled son.",2019,,77,['drama'],['US'],,tt7358154,5.5,633.0,2.6039999999999996,5.8
3737,tm932595,A Babysitter's Guide to Monster Hunting,MOVIE,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",2020,PG,94,"['fantasy', 'family', 'comedy']",['US'],,tt4844150,5.4,4172.0,39.595,6.2
3740,tm889679,Roped,MOVIE,A star cowboy in a traveling rodeo gets thrown off course when he falls in love with the daughter of a tough-minded town councilman.,2020,PG,90,"['drama', 'romance', 'family', 'comedy']",['US'],,tt8523028,5.4,1436.0,10.847000000000001,6.3
3745,ts268099,LEGO Marvel Avengers: Climate Conundrum,SHOW,The Environmental Clean-up Conference is off to anything but a smooth start when Tony Stark realizes his fellow competitor is his rival Justin Hammer!,2020,TV-Y7,39,"['animation', 'family', 'action']",['US'],1.0,tt13783758,6.5,80.0,4.271,4.3
3746,tm927286,Making The Witcher,MOVIE,"Journey into the extraordinary world of ""The Witcher"" — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series. Go behind the monsters, the ballads and every bit of magic that went into bringing The Witcher's Continent to life.",2020,PG-13,37,['documentation'],['GB'],,tt12987838,6.8,456.0,19.659000000000002,7.6
3747,tm881162,Athlete A,MOVIE,Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts.,2020,PG-13,104,"['documentation', 'crime', 'sport']",['US'],,tt11905462,7.6,10861.0,11.88,7.7
3749,tm461159,Trouble,MOVIE,A pampered dog named Trouble must learn to live in the real world while trying to escape from his former owner's greedy children and must learn how to survive on the big-city streets.,2019,,88,"['action', 'family', 'comedy', 'music', 'animation']",['CA'],,tt6772524,5.8,3281.0,17.173,6.7
3750,tm305433,Rocko's Modern Life: Static Cling,MOVIE,"After 20 years in space, Rocko returns to a technologically advanced O-Town and makes it his mission to get his favorite show back on the air.",2019,,45,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'action']",['US'],,tt6172460,6.9,3865.0,10.255999999999998,6.5
3755,tm978401,Mosul,MOVIE,"When ISIS took their homes, families and city, one group of men fought to take it all back. Based on true events, this is the story of the Nineveh SWAT team, a renegade police unit who waged a guerrilla operation against ISIS in a desperate struggle to save their home city of Mosul.",2019,,86,"['drama', 'action', 'war']",['US'],,,,,7.95,6.7
3756,ts253722,Sing On!,SHOW,"In this fun, fast-paced music contest hosted by Tituss Burgess, players sing their hearts out and try to hit the right notes to win up to $60,000.",2020,TV-G,36,"['reality', 'music']",['US'],1.0,tt12923734,6.4,399.0,2.441,8.5
3758,tm835869,Jarhead: Law of Return,MOVIE,"Major Ronan Jackson, an accomplished fighter pilot for the Israel Defense Forces and son of a U.S. Senator, is shot down while flying through Syrian airspace. After miraculously surviving the crash, Jackson is taken captive by a group of Hezbollah militiamen. A squad of elite soldiers, led by Gunnery Sergeant Dave Torres, risk their own lives in the hopes of saving an ally they've never met.",2019,R,103,['war'],"['IL', 'US']",,tt10767720,5.6,,21.561,6.542999999999999
3761,ts251512,Immigration Nation,SHOW,"With unprecedented access to ICE operations, as well as moving portraits of immigrants, this docuseries takes a deep look at U.S. immigration today.",2020,TV-MA,63,['documentation'],['US'],1.0,tt12754910,7.4,1112.0,9.729,7.0
3765,ts225544,The Trials of Gabriel Fernandez,SHOW,A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.,2020,TV-MA,55,"['crime', 'documentation']",['US'],1.0,tt11822998,8.1,11276.0,9.821,7.5
3767,ts251618,Tiny Creatures,SHOW,Little animals embark on big adventures across the U.S. in a dramatic nature series that explores their hidden worlds and epic survival stories.,2020,TV-PG,25,"['documentation', 'drama', 'family']",['GB'],1.0,tt12759334,5.0,1241.0,6.667000000000001,6.9
3772,tm464435,Grass Is Greener,MOVIE,"Weed. Marijuana. Grass. Pot. Whatever you prefer to call it, America’s relationship with cannabis is a complicated one. In his directorial debut, hip hop pioneer Fab 5 Freddy presents an unparalleled look at the racially biased history of the war on marijuana. A range of celebrities and experts discuss the plant’s influence on music and popular culture, and the devastating impact its criminalization has had on Black and Latino communities. As more and more states join the push to legalize marijuana, this documentary dives deep into the glaring racial disparities in the growing cannabis market.",2019,,97,['documentation'],['US'],,tt10050782,7.1,1345.0,2.8819999999999997,6.9
3774,ts218176,The Big Show Show,SHOW,"When Big Show's teenage daughter comes to live with him and his wife and two other daughters, he quickly becomes outnumbered and outsmarted. Despite being 7 feet tall and weighing 400 pounds, he is no longer the center of attention.",2020,TV-PG,26,"['comedy', 'family']",['US'],1.0,tt10726356,6.3,2426.0,8.046,7.5
3776,ts236653,Cooked With Cannabis,SHOW,Cooking competition where the aim is to get the show's hosts high by infusing cannabis in their meals.,2020,TV-MA,35,['reality'],['US'],1.0,tt12176398,6.6,351.0,1.517,10.0
3779,tm823488,David Foster: Off the Record,MOVIE,A documentary about Canadian music icon David Foster.,2019,,98,['documentation'],['CA'],,tt10655608,7.0,577.0,3.3139999999999996,7.0
3783,ts237208,The Big Flower Fight,SHOW,"Ten pairs of florists, sculptors and garden designers face off in a friendly floral fight to see who can build the biggest, boldest garden sculptures.",2020,,39,['reality'],"['US', 'GB']",1.0,tt12200714,7.4,1206.0,3.011,6.9
3786,ts87320,Can You Hear Me?,SHOW,Three friends in a low-income neighborhood find humor and hope in their lives as they grapple with bad boyfriends and their dysfunctional families.,2019,TV-MA,23,"['comedy', 'drama']",['CA'],3.0,tt9747016,7.6,697.0,6.936,9.0
3791,tm884369,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",MOVIE,"Interviews with the cast, creators, journalists and celebrity fans, plus behind-the-scenes footage from season six.",2020,,44,['documentation'],['CA'],,tt12004838,8.6,1445.0,3.016,8.9
3792,tm454096,Only Mine,MOVIE,"Tormented and left for dead by a scorned lover, a woman finds the strength within herself to recover and retaliate against her abuser.",2019,,87,"['drama', 'thriller']",['US'],,tt9271164,4.6,3165.0,14.845999999999998,5.3
3793,tm850454,Tom Papa: You're Doing Great!,MOVIE,"Comedian Tom Papa takes on body image issues, social media, pets, Staten Island, the ""old days"" and more in a special from his home state of New Jersey.",2020,,60,['comedy'],['US'],,tt11177308,7.2,866.0,4.955,6.1
3794,ts251272,Skin Decision: Before and After,SHOW,Skin and beauty expert Nurse Jamie and plastic surgeon Dr. Sheila Nazarian use the latest procedures to bring out their clients' best selves.,2020,TV-MA,40,['reality'],['US'],1.0,tt12588326,5.8,413.0,1.4080000000000001,8.0
3796,ts90980,It's Bruno!,SHOW,"An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno -- and making sure the neighbors show his pooch the proper respect.",2019,TV-MA,3,"['comedy', 'animation']",['US'],1.0,tt10186846,7.4,2922.0,3.208,6.9
3799,ts227412,Shaun the Sheep: Adventures from Mossy Bottom,SHOW,"Clever sheep Shaun, loyal dog Bitzer and the rest of the Mossy Bottom gang cook up oodles of fun and mischief on the farm.",2020,TV-Y7,12,"['animation', 'comedy', 'family']",['GB'],1.0,tt11983342,8.1,572.0,3.911,8.8
3803,ts254293,The American Barbecue Showdown,SHOW,Eight of the country's best backyard smokers and pitmasters vie for the title of American Barbecue Champion in a fierce but friendly faceoff.,2020,TV-G,43,['reality'],['US'],1.0,tt12938472,7.1,1207.0,9.677,6.2
3805,tm816593,"Frankenstein's Monster's Monster, Frankenstein",MOVIE,"David Harbour delves into the enigmatic history of his legendary acting family, as he examines his father's legacy and role in a made-for-TV play.",2019,,32,['comedy'],['US'],,tt10516390,5.8,2198.0,4.051,6.0
3811,tm857399,Marc Maron: End Times Fun,MOVIE,"Marc Maron wades through a swamp of vitamin hustlers, evangelicals and grown male nerd children, culminating in a gleefully filthy end-times fantasy.",2020,,71,"['comedy', 'documentation']",['US'],,tt11810418,6.8,1934.0,2.864,7.0
3814,tm571805,Otherhood,MOVIE,"A grounded, soulful, celebratory comedy about three mothers and their adult sons. The film explores the stage after motherhood, Otherhood, when you have to redefine your relationship with your children, friends, spouse, and most importantly, yourself.",2019,R,100,['comedy'],"['US', 'GB']",,tt4180560,6.1,11275.0,9.31,6.2
3815,tm931330,BLACKPINK: Light Up the Sky,MOVIE,Record-shattering Korean girl band BLACKPINK tell their story —  and detail the hard fought journey of the dreams and trials behind their meteoric rise.,2020,PG-13,79,"['documentation', 'music']",['US'],,tt13058290,7.3,6427.0,10.809000000000001,8.4
3816,ts351349,Street Food: Latin America,SHOW,"In this vibrant docuseries, Latin American chefs tell their stories and bring a taste of tradition and innovation to their delicious offerings.",2020,TV-PG,35,['documentation'],['US'],1.0,tt12742136,7.8,1313.0,8.231,7.2
3818,tm932201,Hope Frozen,MOVIE,"A Buddhist scientist from Bangkok decides to cryo-preserve his daughter's brain. As scandal swirls around the family, they struggle to grieve a child that, in their view, is suspended between death and a future reawakening.",2019,,75,['documentation'],"['TH', 'US']",,,,,2.206,8.2
3820,tm494731,Sextuplets,MOVIE,"Father-to-be Alan is shocked to learn that he was born a sextuplet. With his newfound brother Russell riding shotgun, the duo sets out on a hilarious journey to reunite with their remaining long-lost siblings.",2019,,97,['comedy'],['US'],,tt8976710,4.4,8528.0,27.608,6.3
3821,tm470378,ReMastered: Devil at the Crossroads,MOVIE,"Robert Johnson was one of the most influential blues guitarists ever. Even before his early death, fans wondered if he'd made a pact with the Devil.",2019,,48,"['documentation', 'music']",['US'],,tt9046574,7.0,2748.0,9.663,6.9
3822,tm1081074,Justine,MOVIE,"A woman dealing with the loss of her husband, the struggle of parenthood and finding work in a new state finds solace in her relationship with an 8 year old physically disabled girl named Justine who she takes care of.",2019,,105,['drama'],['US'],,tt8202262,6.7,719.0,2.418,6.8
3823,ts105601,Archibald's Next Big Thing,SHOW,The adventures of a care-free Chicken named Archibald.,2019,TV-Y7,23,"['family', 'fantasy', 'scifi', 'animation', 'comedy', 'action']",['US'],2.0,tt9165404,7.5,289.0,6.452999999999999,8.0
3827,tm452962,Eye for an Eye,MOVIE,"Mario, an exemplary man, lives in a village on the Galician coast. In the old people’s home, where he works as a nurse, everyone appreciates him. When the best known narco in the area, Antonio Padín, recently released from prison, enters the residence, Mario tries to make Antonio feel at home.  Now, Padín's two sons, Kike and Toño, are in charge of the family business. The failure of an operation will put Kike in jail and cause them to owe a large debt to a Colombian supplier. Toño will turn to the nurse to try to convince his father to assume the debt. But Mario has his own plans.",2019,,107,"['drama', 'thriller', 'crime', 'action', 'european']","['US', 'FR', 'ES']",,tt7967412,6.6,7625.0,10.68,6.7
3830,ts236332,Absurd Planet,SHOW,"A cast of quirky critters and Mother Nature herself narrate this funny science series, which peeks into the lives of Earth's most incredible animals.",2020,TV-PG,20,['documentation'],['US'],1.0,tt12027008,3.9,1483.0,10.16,5.9
3831,tm898169,If Anything Happens I Love You,MOVIE,Grieving parents journey through an emotional void as they mourn the loss of a child in the aftermath of a tragic school shooting.,2020,PG,12,"['drama', 'animation']",['US'],,,,,10.718,7.8
3832,ts85510,Rhythm + Flow,SHOW,"In this music competition show, judges Tip “T.I.” Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar.",2019,TV-MA,56,"['reality', 'music']",['US'],2.0,tt9278032,7.6,1600.0,4.572,8.2
3833,ts187386,My Perfect Landing,SHOW,"My Perfect Landing follows a family of gymnasts through their struggles of dealing with a life-changing move from Miami to Toronto, Canada.",2020,TV-G,25,['family'],['CA'],1.0,tt10268080,6.4,175.0,5.31,9.2
